"room_type","accommodates","bathrooms","bedrooms","beds","price","minimum_nights","maximum_nights","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","city"
"Private room",2,2,1,1,45,3,15,2,90,10,9,10,10,10,9,"barcelona"
"Entire home/apt",4,2,2,3,167,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",3,2,2,2,156,7,1125,9,89,9,8,10,9,10,8,"mallorca"
"Entire home/apt",9,3,4,7,225,7,1125,1,100,10,10,10,10,10,10,"menorca"
"Entire home/apt",2,1,1,1,60,2,1125,121,91,10,10,10,10,10,9,"girona"
"Private room",4,2,2,3,73,2,5,15,94,10,10,10,10,10,9,"barcelona"
"Entire home/apt",6,2,3,6,140,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",4,2,1,1,75,2,365,13,85,9,9,10,10,9,8,"sevilla"
"Entire home/apt",4,1,1,2,80,1,1125,186,93,9,9,10,10,10,9,"barcelona"
"Private room",2,1,1,1,30,1,1125,4,95,10,10,10,10,10,10,"madrid"
"Entire home/apt",4,1,2,4,100,5,1125,1,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",2,1,1,1,40,6,1125,9,73,7,7,9,8,9,7,"barcelona"
"Entire home/apt",6,1,2,4,44,1,1125,1,100,10,10,10,10,10,10,"girona"
"Shared room",1,1,1,1,30,1,365,0,92,9,9,10,10,10,9,"sevilla"
"Entire home/apt",10,3,4,6,297,4,1125,19,94,10,9,10,10,9,9,"mallorca"
"Private room",2,1,1,2,200,1,1125,0,92,9,9,10,10,10,9,"valencia"
"Entire home/apt",6,2,3,6,216,1,1125,11,93,9,9,9,9,10,9,"sevilla"
"Entire home/apt",4,1,2,2,28,4,8,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",8,3,4,7,234,7,1125,11,85,9,9,9,9,9,9,"mallorca"
"Entire home/apt",2,1,1,1,50,2,1125,2,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",6,2,3,3,182,7,1125,1,80,8,8,8,8,8,6,"girona"
"Entire home/apt",4,1,1,2,104,1,1125,4,95,10,9,10,10,10,8,"madrid"
"Private room",3,1,1,2,55,1,1125,14,99,10,9,10,10,10,10,"madrid"
"Private room",2,2,1,1,37,2,1125,119,93,9,9,10,10,10,9,"madrid"
"Private room",2,1,0,2,300,1,1125,1,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",16,5,6,11,650,3,1125,6,75,8,8,8,8,8,7,"barcelona"
"Entire home/apt",12,4,6,9,194,7,1125,4,85,9,8,8,8,8,8,"mallorca"
"Entire home/apt",5,1,2,4,88,6,31,5,90,9,9,9,10,9,9,"girona"
"Entire home/apt",4,1,1,1,127,1,1125,53,95,10,10,10,10,10,9,"barcelona"
"Private room",2,1,1,1,42,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",6,4,4,6,150,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",10,4,5,7,1060,5,1125,0,92,9,9,10,10,10,9,"mallorca"
"Private room",1,1,1,1,40,3,1125,27,94,10,9,10,10,10,9,"barcelona"
"Private room",3,2,1,2,110,1,1125,4,70,9,10,10,6,9,7,"barcelona"
"Entire home/apt",2,1,1,1,74,2,1125,61,96,10,10,10,10,10,10,"girona"
"Private room",2,1,1,1,86,2,30,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",8,1,2,6,130,2,1125,19,97,10,9,10,10,10,10,"madrid"
"Entire home/apt",4,1,2,2,110,2,1125,73,97,10,10,10,9,10,9,"malaga"
"Entire home/apt",12,3,6,12,300,3,1124,50,88,9,9,10,10,8,9,"barcelona"
"Entire home/apt",6,2,3,4,165,4,1125,17,86,9,9,10,9,9,9,"barcelona"
"Private room",3,1,1,2,221,1,330,1,80,8,6,8,8,10,8,"madrid"
"Entire home/apt",6,2,3,4,106,7,1125,3,87,9,9,10,10,9,7,"girona"
"Entire home/apt",10,3,5,8,145,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",5,2,3,6,140,3,32,7,100,9,10,10,10,10,10,"menorca"
"Private room",2,1,2,2,36,1,30,52,95,10,9,10,10,10,9,"barcelona"
"Entire home/apt",6,2,4,5,266,1,28,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",2,1,2,1,400,1,1125,10,88,9,8,9,10,9,9,"madrid"
"Entire home/apt",2,1,0,1,98,1,1125,5,84,8,8,9,9,9,8,"malaga"
"Entire home/apt",4,2,2,2,180,3,1125,10,100,10,10,10,10,10,10,"mallorca"
"Entire home/apt",3,1,2,2,53,21,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",2,1,0,1,189,1,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",6,1,3,5,84,1,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",4,2,2,3,85,2,1124,34,88,9,9,10,10,10,9,"madrid"
"Entire home/apt",6,2,3,5,43,7,1125,6,87,9,8,8,9,10,8,"girona"
"Entire home/apt",4,2,1,1,90,2,1125,33,96,10,9,10,10,10,9,"sevilla"
"Private room",1,1,1,1,76,1,1125,0,92,9,9,10,10,10,9,"valencia"
"Entire home/apt",6,2,3,5,185,7,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",3,1,1,2,60,1,1125,22,68,8,8,7,6,10,8,"madrid"
"Entire home/apt",6,1,3,4,100,3,1125,4,90,10,10,10,10,10,10,"barcelona"
"Entire home/apt",7,3,3,5,445,7,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",6,1,2,3,32,1,1124,12,87,9,9,9,9,10,9,"madrid"
"Private room",2,1,1,1,50,1,7,23,85,9,9,10,9,10,8,"madrid"
"Entire home/apt",3,1,1,2,75,5,1125,16,93,9,9,10,10,10,9,"barcelona"
"Entire home/apt",2,1,0,0,39,1,1125,83,98,10,10,10,10,9,10,"malaga"
"Private room",2,1,1,1,34,2,1125,35,99,10,9,10,10,10,10,"madrid"
"Entire home/apt",8,2,3,0,95,7,1125,17,95,10,10,10,9,8,9,"mallorca"
"Entire home/apt",6,2,3,3,350,4,12,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",4,1,2,4,220,3,1125,9,84,9,8,8,8,9,8,"girona"
"Entire home/apt",6,1,2,4,89,2,1125,3,100,10,9,10,10,10,9,"sevilla"
"Entire home/apt",6,1,3,4,90,2,200,58,91,9,9,10,10,8,9,"barcelona"
"Entire home/apt",6,1,2,3,85,3,1125,260,91,9,9,10,10,10,9,"barcelona"
"Entire home/apt",4,1,1,2,113,1,1125,18,100,10,10,10,10,10,9,"madrid"
"Entire home/apt",4,1,2,3,125,2,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",4,2,2,3,120,7,1125,1,100,10,10,10,10,10,10,"girona"
"Entire home/apt",4,1,2,2,163,1,28,1,60,2,8,2,2,4,6,"girona"
"Entire home/apt",11,3,4,10,247,1,1125,15,85,9,9,9,9,9,8,"malaga"
"Entire home/apt",8,6,6,6,599,2,28,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",6,2,2,2,148,2,1125,3,87,10,9,9,10,10,9,"sevilla"
"Entire home/apt",6,2,2,4,75,2,59,36,93,9,10,9,9,9,9,"sevilla"
"Entire home/apt",8,2,3,5,121,1,1125,308,95,10,10,10,10,10,9,"sevilla"
"Entire home/apt",8,3,4,5,311,7,1125,0,92,9,9,10,10,10,9,"menorca"
"Entire home/apt",2,1,0,2,65,3,1125,3,93,10,10,10,10,10,10,"madrid"
"Private room",2,1,1,1,35,4,30,62,97,10,10,10,10,9,10,"malaga"
"Entire home/apt",4,1,2,4,60,3,1125,13,87,9,9,10,10,10,9,"menorca"
"Entire home/apt",4,1,2,3,125,3,1125,5,100,10,10,10,10,10,10,"barcelona"
"Entire home/apt",4,1,2,2,60,1,180,13,100,10,10,10,10,9,10,"valencia"
"Entire home/apt",6,1,2,4,45,7,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",2,1,1,1,60,1,1125,63,99,10,10,10,10,10,10,"madrid"
"Entire home/apt",6,2,3,4,205,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",6,1,2,3,180,1,59,25,92,10,10,10,10,10,9,"madrid"
"Entire home/apt",6,1,4,4,50,2,1125,7,83,9,10,9,10,9,9,"barcelona"
"Entire home/apt",3,1,2,1,100,3,100,1,100,10,8,10,10,10,10,"madrid"
"Entire home/apt",8,2,4,6,316,6,30,19,95,10,9,10,10,10,9,"mallorca"
"Private room",2,1,1,1,50,1,15,0,92,9,9,10,10,10,9,"malaga"
"Entire home/apt",7,2,4,4,196,1,1125,7,97,10,10,10,10,10,9,"mallorca"
"Entire home/apt",6,2,2,3,260,30,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",8,3,4,6,80,4,1125,31,97,10,10,10,10,10,9,"girona"
"Entire home/apt",8,2,3,5,220,1,1125,57,98,10,10,10,10,10,9,"barcelona"
"Entire home/apt",6,2,3,6,94,31,730,1,100,10,10,10,10,10,10,"barcelona"
"Private room",2,1,1,1,50,2,1125,1,100,10,10,10,10,10,8,"barcelona"
"Entire home/apt",3,1,1,3,10,1,1125,0,92,9,9,10,10,10,9,"menorca"
"Entire home/apt",3,1,1,2,40,1,1125,331,92,10,10,9,9,10,9,"madrid"
"Entire home/apt",6,1,2,3,130,1,1125,1,100,6,10,8,10,10,8,"madrid"
"Entire home/apt",4,1,1,2,51,1,60,6,93,9,10,10,10,9,10,"sevilla"
"Entire home/apt",5,1,3,4,75,5,31,10,88,9,9,10,9,9,8,"girona"
"Entire home/apt",6,1,3,6,250,1,1125,4,100,10,10,10,10,8,9,"mallorca"
"Private room",1,1,1,1,50,1,1125,1,92,9,9,10,10,10,9,"malaga"
"Private room",2,1,1,1,30,5,1001,115,96,10,10,10,10,10,10,"malaga"
"Entire home/apt",4,1,2,4,72,1,1125,109,98,10,10,10,10,10,9,"madrid"
"Entire home/apt",3,1,1,2,60,2,1124,183,86,9,9,10,10,10,9,"valencia"
"Private room",1,2,1,1,36,10,1125,166,99,10,10,10,10,9,10,"madrid"
"Private room",2,2,1,1,40,2,1125,2,80,9,7,9,6,9,8,"madrid"
"Private room",1,2,1,1,18,1,2,63,94,10,9,10,10,10,10,"barcelona"
"Entire home/apt",4,1,2,2,95,5,17,38,96,10,10,10,10,9,9,"mallorca"
"Entire home/apt",4,1,1,2,300,1,1125,5,76,9,8,7,8,9,9,"barcelona"
"Entire home/apt",4,1,2,3,105,2,1125,5,92,10,10,10,10,9,9,"girona"
"Entire home/apt",9,3,4,7,530,7,1125,0,92,9,9,10,10,10,9,"mallorca"
"Private room",2,1,1,1,39,2,8,36,99,10,10,10,10,10,10,"barcelona"
"Entire home/apt",4,1,2,2,70,1,1125,4,95,10,10,10,10,10,10,"malaga"
"Entire home/apt",12,6,6,6,1094,7,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",8,3,4,6,154,1,1125,2,70,6,6,6,5,9,7,"girona"
"Private room",2,2,2,2,30,2,30,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",6,2,3,5,120,2,30,43,99,10,10,10,10,10,10,"menorca"
"Entire home/apt",4,1,0,2,300,1,1125,4,80,10,8,8,9,10,8,"sevilla"
"Entire home/apt",10,3,5,10,389,7,60,8,98,10,10,10,10,10,10,"mallorca"
"Entire home/apt",2,2,3,4,135,5,1125,45,96,10,10,10,9,9,10,"mallorca"
"Entire home/apt",6,3,3,6,143,7,1125,0,92,9,9,10,10,10,9,"mallorca"
"Private room",2,1,1,2,80,2,1125,1,100,10,10,10,10,10,10,"mallorca"
"Private room",2,1,1,1,58,1,7,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",6,3,3,6,650,2,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",4,1,1,2,81,1,1125,12,87,9,9,9,10,9,9,"girona"
"Entire home/apt",6,2,2,3,100,2,59,1,100,10,10,10,10,10,10,"malaga"
"Entire home/apt",2,1,1,1,52,3,1125,22,89,9,9,9,9,9,9,"madrid"
"Entire home/apt",4,1,1,2,69,1,1125,6,57,6,7,8,7,7,6,"madrid"
"Entire home/apt",2,1,1,1,55,3,30,55,96,10,10,10,10,9,9,"mallorca"
"Entire home/apt",7,2,3,7,120,7,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",8,2,5,7,300,1,1125,9,98,10,10,10,10,9,9,"barcelona"
"Entire home/apt",5,1,2,4,37,1,1125,3,73,7,7,8,5,9,7,"girona"
"Entire home/apt",4,1,1,2,60,1,30,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",2,1,1,1,60,31,1125,0,92,9,9,10,10,10,9,"barcelona"
"Private room",1,1,0,1,21,1,1125,5,88,9,8,9,9,9,8,"barcelona"
"Private room",3,1,1,2,89,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",6,2,2,4,100,3,31,13,91,10,9,10,10,10,9,"girona"
"Entire home/apt",4,1,1,1,70,2,1125,0,92,9,9,10,10,10,9,"sevilla"
"Entire home/apt",8,3,3,6,242,2,365,6,60,7,7,8,8,9,7,"barcelona"
"Entire home/apt",4,1,1,2,40,1,1125,140,85,8,7,8,9,9,8,"malaga"
"Private room",3,3,1,2,30,1,1125,294,93,9,9,10,10,10,9,"valencia"
"Entire home/apt",2,2,1,1,34,1,15,33,93,10,9,10,10,10,9,"girona"
"Entire home/apt",8,2,3,6,140,3,14,33,93,10,10,10,10,10,9,"madrid"
"Private room",2,1,1,1,45,2,1125,10,96,10,10,10,10,10,10,"barcelona"
"Entire home/apt",5,2,3,3,110,1,1125,2,80,9,9,10,9,10,9,"girona"
"Entire home/apt",8,3,4,7,340,4,1125,11,97,10,10,10,10,10,9,"mallorca"
"Entire home/apt",6,2,3,5,240,3,1125,147,97,10,10,10,10,10,9,"barcelona"
"Private room",2,1,1,2,35,2,15,6,97,9,10,10,10,9,9,"madrid"
"Entire home/apt",4,1,1,2,69,1,1125,6,93,9,10,9,9,9,9,"malaga"
"Entire home/apt",6,1,2,4,109,1,1125,3,93,10,10,10,10,10,9,"madrid"
"Private room",2,1,1,1,20,2,1125,5,80,8,8,8,8,7,7,"barcelona"
"Entire home/apt",4,2,2,3,300,7,14,0,92,9,9,10,10,10,9,"valencia"
"Entire home/apt",4,1,2,2,85,2,1125,23,90,9,8,9,9,10,9,"madrid"
"Entire home/apt",4,1,1,2,55,7,100,24,99,10,10,10,10,10,10,"malaga"
"Private room",2,1,1,1,45,1,15,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",3,1,2,2,75,2,1125,17,98,10,10,10,10,10,10,"madrid"
"Entire home/apt",4,1,2,3,90,2,1125,41,98,10,10,10,10,10,10,"madrid"
"Private room",2,1,1,1,50,1,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,3,2,2,109,3,180,60,96,10,10,10,10,10,10,"barcelona"
"Entire home/apt",4,1,2,3,87,2,60,41,100,10,10,10,10,10,10,"sevilla"
"Entire home/apt",5,2,2,2,288,5,1125,0,92,9,9,10,10,10,9,"barcelona"
"Private room",2,1,2,2,120,1,5,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",6,1,2,2,35,2,1125,103,88,9,9,9,10,9,9,"valencia"
"Entire home/apt",6,2,2,4,96,1,1125,2,100,10,10,8,10,10,8,"barcelona"
"Entire home/apt",6,1,3,5,80,1,1125,33,87,9,9,9,9,9,9,"barcelona"
"Hotel room",2,1,1,1,165,1,32,6,100,10,10,10,10,10,10,"mallorca"
"Private room",2,1,1,1,25,2,7,278,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",7,1,3,5,60,7,1125,4,93,9,8,9,9,9,7,"girona"
"Entire home/apt",4,1,1,2,75,3,30,100,96,10,10,10,10,10,10,"barcelona"
"Entire home/apt",5,1,2,3,38,1,1125,2,80,8,9,8,10,5,9,"girona"
"Entire home/apt",6,2,3,4,200,2,1125,5,96,10,10,10,10,8,10,"valencia"
"Entire home/apt",4,1,2,3,88,2,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",4,1,2,3,89,4,1125,105,95,10,10,10,10,9,10,"barcelona"
"Entire home/apt",4,1,2,3,67,32,1125,1,100,10,10,10,10,10,10,"barcelona"
"Entire home/apt",4,1,1,2,65,2,365,113,91,9,9,10,10,10,9,"madrid"
"Private room",2,1,1,1,28,1,1125,101,97,10,10,10,10,10,10,"valencia"
"Entire home/apt",16,7,8,1,725,5,1125,0,92,9,9,10,10,10,9,"girona"
"Private room",2,1,1,1,45,2,60,2,90,8,9,9,10,10,9,"barcelona"
"Entire home/apt",8,2,4,6,350,3,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",4,1,1,1,92,6,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",2,1,2,1,50,2,1125,17,90,10,9,10,10,9,9,"madrid"
"Entire home/apt",4,1,2,3,288,1,365,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",7,3,3,5,100,3,90,25,97,10,10,10,10,10,10,"barcelona"
"Entire home/apt",2,1,1,1,55,1,1125,18,94,10,9,10,10,10,9,"valencia"
"Entire home/apt",2,1,7,1,50,30,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,2,3,85,3,730,24,79,9,8,8,8,9,8,"barcelona"
"Entire home/apt",2,1,0,1,50,2,30,18,89,9,10,10,10,10,9,"sevilla"
"Entire home/apt",6,2,3,4,136,5,30,82,92,9,9,9,9,9,9,"barcelona"
"Entire home/apt",4,1,0,2,75,3,1125,60,91,9,9,9,9,10,9,"madrid"
"Private room",2,2,1,1,40,1,6,14,91,10,10,9,9,10,10,"barcelona"
"Entire home/apt",5,2,2,3,60,7,1125,1,80,8,10,10,8,10,10,"girona"
"Private room",2,2,1,2,59,2,1125,2,100,10,10,10,10,10,10,"madrid"
"Entire home/apt",3,1,1,2,109,2,365,251,97,10,10,10,10,10,10,"madrid"
"Entire home/apt",4,1,2,3,162,1,1125,0,92,9,9,10,10,10,9,"girona"
"Private room",3,2,1,2,25,3,1125,128,90,9,8,10,9,10,9,"madrid"
"Entire home/apt",4,1,1,2,60,2,1124,274,96,10,10,10,10,10,10,"madrid"
"Private room",2,1,1,1,50,7,1125,1,100,10,10,10,10,10,9,"barcelona"
"Entire home/apt",5,2,3,5,133,7,1125,6,100,10,10,10,8,9,9,"mallorca"
"Private room",2,1,1,2,40,3,7,19,73,7,6,9,9,9,7,"menorca"
"Entire home/apt",4,1,1,1,80,2,60,0,92,9,9,10,10,10,9,"sevilla"
"Entire home/apt",4,1,1,2,75,1,30,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",27,8,10,16,600,3,1125,2,90,8,10,10,10,10,9,"mallorca"
"Private room",1,1,1,1,17,1,1125,6,83,8,9,9,9,9,8,"madrid"
"Private room",2,1,1,1,19,2,1125,3,93,9,9,9,9,9,9,"valencia"
"Private room",2,1,1,1,21,1,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,1,1,100,3,365,2,100,10,9,10,10,9,10,"madrid"
"Private room",2,1,1,1,25,1,1125,0,92,9,9,10,10,10,9,"malaga"
"Entire home/apt",5,2,2,4,137,3,21,5,92,10,10,10,10,10,8,"girona"
"Entire home/apt",6,2,4,5,190,2,1125,131,95,10,10,10,10,10,10,"barcelona"
"Entire home/apt",8,3,4,8,130,5,1125,5,96,10,9,10,10,9,9,"mallorca"
"Private room",1,1,1,1,40,1,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",6,2,3,5,112,7,1125,15,97,9,9,10,10,9,9,"mallorca"
"Entire home/apt",4,1,3,2,170,5,1125,1,100,10,10,10,10,10,10,"barcelona"
"Private room",2,1,1,1,75,1,1125,18,79,9,9,9,8,9,9,"barcelona"
"Entire home/apt",7,4,3,5,165,1,1125,16,96,10,10,9,10,10,10,"mallorca"
"Private room",3,1,1,2,50,3,1125,28,88,9,8,10,10,8,8,"mallorca"
"Entire home/apt",4,1,1,0,93,3,28,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",4,1,2,4,40,1,1125,8,73,8,9,9,9,9,7,"menorca"
"Private room",2,1,1,1,55,1,1125,4,95,9,10,10,10,9,10,"madrid"
"Private room",1,1,1,1,24,1,1125,11,95,9,9,9,9,10,9,"barcelona"
"Entire home/apt",2,1,1,2,75,3,180,14,99,10,10,10,10,10,10,"madrid"
"Entire home/apt",8,2,3,3,154,1,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",2,1,1,1,115,2,4,4,90,9,8,10,9,9,9,"valencia"
"Private room",2,1,1,1,40,1,7,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",5,1,1,4,80,1,1125,43,98,10,10,10,10,10,10,"sevilla"
"Entire home/apt",2,1,1,1,90,4,60,26,99,10,10,10,10,10,10,"girona"
"Entire home/apt",5,1,2,4,130,7,1125,14,100,10,10,10,10,10,9,"mallorca"
"Entire home/apt",2,2,2,2,150,5,31,0,92,9,9,10,10,10,9,"mallorca"
"Private room",2,1,1,1,45,2,90,34,86,9,8,10,10,10,9,"barcelona"
"Entire home/apt",4,1,1,3,50,3,30,147,95,10,9,10,10,10,9,"valencia"
"Private room",2,1,1,1,65,2,10,31,99,10,10,10,10,10,10,"barcelona"
"Private room",2,1,1,1,39,1,1125,1,80,8,8,10,10,10,10,"barcelona"
"Private room",1,1,1,1,26,2,1125,89,97,10,10,10,10,10,10,"madrid"
"Entire home/apt",4,1,1,1,43,2,1125,11,98,10,10,10,10,10,10,"sevilla"
"Entire home/apt",3,1,2,2,69,1,1125,8,98,10,10,10,10,10,10,"mallorca"
"Entire home/apt",6,1,2,3,69,1,365,7,97,9,10,9,10,10,10,"madrid"
"Private room",2,2,1,1,45,2,1125,21,81,9,8,9,8,10,8,"madrid"
"Entire home/apt",16,9,8,9,1550,2,1125,0,92,9,9,10,10,10,9,"girona"
"Private room",2,2,1,2,32,4,1125,38,97,10,10,10,10,10,10,"barcelona"
"Entire home/apt",4,1,2,2,79,3,1125,53,100,10,10,10,10,10,10,"malaga"
"Private room",2,1,1,1,49,2,1125,3,100,10,9,10,10,10,10,"barcelona"
"Entire home/apt",8,3,5,7,150,1,1125,20,94,10,9,9,10,9,9,"barcelona"
"Entire home/apt",4,1,1,3,84,1,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",6,2,2,2,140,2,1125,7,94,10,9,9,9,10,9,"madrid"
"Private room",1,1,1,1,33,1,1125,0,92,9,9,10,10,10,9,"madrid"
"Private room",1,2,1,1,22,1,1125,3,90,10,9,10,10,10,9,"madrid"
"Entire home/apt",4,2,2,2,140,2,1125,42,99,10,10,10,10,10,10,"madrid"
"Private room",3,2,1,3,75,1,1125,1,20,2,2,10,10,10,2,"barcelona"
"Entire home/apt",2,1,1,1,123,3,1124,39,93,10,10,10,10,10,10,"madrid"
"Entire home/apt",4,2,2,3,90,2,30,65,99,10,10,10,10,10,10,"girona"
"Entire home/apt",16,8,12,18,500,7,14,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",4,2,2,2,89,2,100,41,90,10,8,9,9,10,9,"valencia"
"Entire home/apt",8,3,4,6,176,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Private room",1,1,1,1,16,1,30,6,93,10,9,10,10,10,10,"madrid"
"Private room",1,1,1,1,30,2,15,128,98,10,10,10,10,10,10,"madrid"
"Private room",1,1,1,1,22,4,1125,50,96,10,10,10,10,10,10,"barcelona"
"Private room",1,1,1,1,17,1,31,4,85,8,9,9,9,8,9,"valencia"
"Entire home/apt",8,6,4,5,315,3,90,5,100,10,10,10,10,10,10,"malaga"
"Entire home/apt",9,2,4,4,90,3,60,3,67,6,10,10,10,9,7,"valencia"
"Entire home/apt",4,2,3,4,190,7,1125,2,100,10,10,10,10,10,10,"girona"
"Entire home/apt",4,2,2,4,210,5,31,9,96,10,9,9,10,10,9,"girona"
"Entire home/apt",8,4,4,7,110,2,1125,41,88,9,8,10,10,10,9,"girona"
"Private room",2,2,1,1,32,2,8,115,93,9,10,9,10,9,9,"barcelona"
"Entire home/apt",2,2,1,2,85,3,30,218,95,10,10,10,10,10,10,"sevilla"
"Private room",2,1,1,1,25,1,1125,3,87,10,7,9,10,9,7,"barcelona"
"Entire home/apt",6,1,3,4,65,2,1125,1,100,10,10,10,10,10,10,"malaga"
"Entire home/apt",4,1,2,4,99,2,1125,13,88,9,9,9,9,10,9,"girona"
"Entire home/apt",4,1,2,3,41,1,1125,22,87,9,9,10,9,10,9,"valencia"
"Entire home/apt",4,1,2,3,140,2,30,3,93,10,10,10,10,9,9,"girona"
"Entire home/apt",10,3,4,6,195,4,60,16,91,10,8,9,9,9,9,"girona"
"Private room",1,1,1,1,150,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Private room",2,1,1,1,180,1,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,2,3,68,1,28,1,100,10,10,10,10,10,10,"girona"
"Private room",1,2,1,1,30,2,1125,63,94,10,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,1,2,51,1,1125,13,95,10,10,10,10,9,9,"barcelona"
"Entire home/apt",2,1,0,1,75,7,15,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",7,1,3,4,120,2,28,1,100,8,8,8,8,10,8,"girona"
"Private room",2,1,1,1,60,2,12,55,99,10,10,10,10,10,10,"barcelona"
"Private room",2,2,1,1,52,1,365,37,91,9,9,10,9,10,9,"barcelona"
"Private room",2,1,1,2,25,1,20,30,100,10,10,10,10,10,10,"mallorca"
"Private room",5,1,1,5,70,3,180,26,85,9,9,9,8,9,9,"barcelona"
"Entire home/apt",6,2,3,5,171,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",6,1,3,5,259,3,1125,14,91,10,9,10,10,10,9,"menorca"
"Entire home/apt",7,2,3,5,100,5,28,3,87,10,10,10,10,7,7,"girona"
"Entire home/apt",4,2,2,3,72,7,1125,1,100,10,10,10,10,10,10,"girona"
"Private room",1,1,1,1,32,2,30,27,92,9,9,10,10,9,9,"barcelona"
"Entire home/apt",7,1,4,4,184,6,366,3,80,7,9,10,10,10,7,"barcelona"
"Private room",2,2,1,1,50,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Private room",2,1,1,1,35,1,1125,9,100,10,10,10,10,10,10,"madrid"
"Entire home/apt",6,2,3,5,65,8,1124,0,92,9,9,10,10,10,9,"girona"
"Private room",2,2,3,6,35,1,1125,13,89,9,9,9,9,9,9,"valencia"
"Private room",2,1,1,1,30,3,1125,152,89,9,9,10,10,10,9,"madrid"
"Private room",2,1,1,1,73,1,1125,7,100,10,10,9,10,9,10,"girona"
"Private room",2,1,1,1,49,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",4,2,2,3,116,1,1125,1,80,10,10,8,10,10,10,"girona"
"Entire home/apt",7,1,3,5,73,3,1125,37,82,9,8,9,9,9,8,"valencia"
"Private room",4,1,1,2,45,2,1125,30,81,9,9,9,10,9,8,"sevilla"
"Entire home/apt",4,2,2,2,2500,2,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",6,2,3,4,131,3,27,0,92,9,9,10,10,10,9,"girona"
"Private room",1,1,1,1,34,3,30,18,100,10,10,10,10,10,10,"mallorca"
"Entire home/apt",9,3,4,6,201,5,1125,21,95,10,10,10,10,10,10,"mallorca"
"Entire home/apt",2,1,1,1,86,4,1125,5,96,10,10,10,10,9,9,"girona"
"Entire home/apt",4,1,1,1,120,1,1125,5,88,7,10,9,9,10,8,"barcelona"
