"room_type","accommodates","bathrooms","bedrooms","beds","price","minimum_nights","maximum_nights","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","city"
"Entire home/apt",5,2,3,4,68,2,1125,49,98,10,9,10,10,9,9,"mallorca"
"Entire home/apt",5,1,2,2,73,3,1125,57,91,9,8,10,10,10,9,"valencia"
"Entire home/apt",3,1,2,2,99,1,365,11,67,7,9,7,7,9,7,"barcelona"
"Entire home/apt",6,1,2,4,62,1,1125,14,93,10,10,9,9,10,9,"madrid"
"Entire home/apt",6,2,3,3,90,3,1125,0,92,9,9,10,10,10,9,"valencia"
"Private room",4,2,2,2,24,7,135,0,92,9,9,10,10,10,9,"valencia"
"Private room",2,1,1,1,30,2,7,14,89,9,9,9,9,10,9,"barcelona"
"Entire home/apt",5,3,3,4,70,6,40,48,99,10,10,10,10,10,10,"girona"
"Private room",2,1,0,1,60,1,1125,0,92,9,9,10,10,10,9,"valencia"
"Entire home/apt",7,2,3,5,200,3,1125,23,92,9,9,9,10,9,9,"menorca"
"Entire home/apt",5,1,2,4,75,7,28,4,100,10,9,10,10,10,10,"girona"
"Entire home/apt",4,1,1,2,89,2,1125,22,95,10,10,9,10,10,9,"madrid"
"Private room",2,1,0,2,30,1,1125,5,80,10,7,9,9,9,8,"sevilla"
"Entire home/apt",4,1,2,3,120,3,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",8,3,4,5,185,1,1125,3,100,9,10,9,9,8,10,"mallorca"
"Entire home/apt",4,1,1,2,50,2,500,17,96,10,10,10,10,10,10,"sevilla"
"Entire home/apt",5,2,2,4,70,1,1125,29,94,10,9,10,10,10,10,"malaga"
"Entire home/apt",6,1,3,4,99,2,1125,10,96,10,10,9,10,10,10,"girona"
"Entire home/apt",6,2,3,0,125,1,1125,0,92,9,9,10,10,10,9,"girona"
"Private room",2,1,1,1,63,1,1125,1,100,10,10,10,10,10,10,"madrid"
"Private room",2,1,1,1,45,2,1125,14,94,10,10,10,10,9,9,"barcelona"
"Private room",2,1,1,2,36,2,1125,6,97,10,9,10,10,9,9,"madrid"
"Entire home/apt",6,1,3,4,76,1,28,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",10,3,5,1,175,5,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",4,1,2,3,109,1,1125,1,100,10,10,10,10,10,10,"mallorca"
"Entire home/apt",4,1,1,2,155,1,1125,4,100,10,10,10,10,10,10,"valencia"
"Entire home/apt",4,1,1,2,135,1,1125,5,85,9,9,9,9,10,8,"madrid"
"Private room",2,1,1,1,56,3,14,72,98,10,10,10,10,10,10,"barcelona"
"Entire home/apt",6,2,3,3,200,1,1125,1,100,10,10,10,10,10,10,"mallorca"
"Private room",1,1,1,1,25,2,365,8,98,10,10,10,10,9,9,"barcelona"
"Entire home/apt",8,2,4,8,285,4,1125,19,92,10,10,9,10,9,9,"mallorca"
"Private room",1,1,1,1,20,2,6,5,92,9,9,10,10,10,8,"barcelona"
"Entire home/apt",5,1,2,4,60,2,15,54,96,10,10,10,10,10,9,"madrid"
"Entire home/apt",2,1,1,1,72,32,320,4,100,10,10,10,10,9,8,"barcelona"
"Private room",1,1,1,1,28,2,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",5,1,0,3,59,30,1125,0,92,9,9,10,10,10,9,"barcelona"
"Private room",2,1,1,1,55,1,15,11,87,9,7,10,9,10,8,"barcelona"
"Entire home/apt",4,1,1,2,68,2,1125,8,93,10,10,9,10,10,9,"girona"
"Entire home/apt",4,1,2,3,48,7,1125,30,90,9,9,10,9,10,9,"girona"
"Private room",1,1,1,1,20,4,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",6,2,3,4,165,3,28,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",5,1,2,2,60,1,1125,23,85,9,9,9,9,10,9,"barcelona"
"Entire home/apt",5,2,2,1,70,7,21,9,98,10,10,10,10,10,9,"girona"
"Entire home/apt",8,3,3,6,79,1,1125,16,90,9,9,10,9,10,9,"valencia"
"Entire home/apt",12,2,4,6,221,1,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",3,1,1,2,43,1,1125,56,92,10,9,10,10,10,9,"madrid"
"Entire home/apt",4,2,2,3,150,5,1125,0,92,9,9,10,10,10,9,"girona"
"Private room",2,3,1,1,35,1,1125,6,77,9,9,10,9,10,7,"madrid"
"Hotel room",4,1,1,1,248,1,1125,1,100,10,10,10,10,8,10,"mallorca"
"Entire home/apt",6,2,3,5,75,7,52,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",4,1,1,2,70,3,1125,10,80,8,9,9,9,9,8,"barcelona"
"Private room",1,1,1,1,20,2,14,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",4,1,3,3,119,4,1125,58,86,9,9,9,9,9,9,"barcelona"
"Entire home/apt",4,1,3,3,55,30,310,37,91,9,9,9,9,10,9,"barcelona"
"Entire home/apt",6,1,2,3,40,4,1124,2,100,10,10,10,10,10,10,"valencia"
"Entire home/apt",5,2,3,4,80,4,1125,89,95,10,10,10,10,9,9,"girona"
"Entire home/apt",5,2,3,5,659,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",2,1,1,1,100,3,27,27,99,10,10,10,10,10,10,"madrid"
"Entire home/apt",4,1,0,1,125,1,1125,0,92,9,9,10,10,10,9,"malaga"
"Private room",2,1,0,1,39,1,1125,1,20,2,2,2,2,2,2,"madrid"
"Entire home/apt",4,1,2,2,75,2,1125,1,20,2,2,2,2,2,2,"mallorca"
"Entire home/apt",2,1,1,2,69,3,60,135,98,10,10,10,10,10,10,"madrid"
"Entire home/apt",10,4,5,10,100,3,30,4,95,10,10,10,10,10,9,"menorca"
"Private room",3,1,2,2,45,3,10,22,83,9,9,10,9,10,8,"barcelona"
"Entire home/apt",2,1,0,1,48,32,330,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",8,2,3,0,300,5,1125,13,100,10,10,10,10,10,10,"barcelona"
"Private room",3,1,1,2,40,1,1125,9,100,10,10,10,10,10,10,"sevilla"
"Entire home/apt",3,2,2,2,75,3,1124,25,99,10,10,10,10,10,10,"valencia"
"Entire home/apt",5,1,2,4,59,5,1125,2,80,8,8,10,10,9,9,"girona"
"Entire home/apt",7,1,2,7,250,2,1125,0,92,9,9,10,10,10,9,"valencia"
"Entire home/apt",5,1,3,5,50,3,365,14,86,9,9,10,9,9,9,"barcelona"
"Entire home/apt",6,3,3,3,90,4,30,10,98,10,10,10,10,9,10,"menorca"
"Private room",1,2,1,1,15,3,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",2,1,1,1,90,3,15,24,98,10,10,10,10,9,10,"barcelona"
"Private room",2,1,1,1,50,2,7,20,96,10,10,10,10,10,9,"madrid"
"Entire home/apt",6,2,3,4,139,1,1125,8,95,10,10,10,10,10,9,"malaga"
"Private room",2,1,1,1,68,3,1125,25,87,9,9,9,9,10,9,"barcelona"
"Entire home/apt",8,3,3,4,92,1,1125,5,92,10,10,9,9,8,9,"mallorca"
"Entire home/apt",5,2,3,3,246,7,1125,2,100,10,10,10,10,8,10,"mallorca"
"Entire home/apt",6,3,3,5,125,7,1125,8,98,10,9,10,10,10,9,"menorca"
"Private room",1,1,1,1,13,3,1125,51,98,10,10,10,10,9,10,"madrid"
"Entire home/apt",6,1,2,4,29,1,1125,33,87,9,9,10,10,10,9,"girona"
"Private room",2,2,1,1,45,1,1125,68,95,10,9,10,10,10,10,"barcelona"
"Entire home/apt",4,1,1,2,50,2,1125,47,97,10,10,10,10,9,10,"sevilla"
"Entire home/apt",4,1,1,3,75,1,1125,11,80,8,9,10,10,8,9,"barcelona"
"Entire home/apt",6,4,3,5,153,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Private room",2,1,1,1,49,2,1125,2,100,10,9,10,10,10,10,"madrid"
"Entire home/apt",2,1,1,1,169,2,5,1,100,4,10,10,10,10,8,"barcelona"
"Entire home/apt",6,2,3,6,180,5,91,7,100,10,10,10,10,10,10,"mallorca"
"Private room",1,1,1,1,25,4,7,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,2,2,135,1,1125,1,100,10,10,10,10,10,10,"mallorca"
"Entire home/apt",4,1,2,3,104,7,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",12,6,5,8,247,1,360,5,100,9,9,9,9,10,10,"mallorca"
"Private room",1,1,1,1,19,10,1125,9,96,10,9,10,10,10,9,"valencia"
"Private room",2,1,1,1,19,1,1125,38,98,10,10,9,10,10,10,"madrid"
"Entire home/apt",2,1,1,1,33,3,1125,12,82,9,8,10,9,10,8,"madrid"
"Entire home/apt",7,1,3,5,81,3,27,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",6,2,2,3,100,1,1125,1,100,10,10,8,10,10,10,"malaga"
"Private room",1,4,1,1,22,2,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,1,1,90,2,30,64,92,9,10,10,10,9,9,"barcelona"
"Private room",2,2,1,1,40,2,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",4,1,1,2,65,6,1125,15,97,10,10,9,9,10,10,"menorca"
"Private room",3,1,2,2,180,2,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",7,2,3,6,145,5,1125,1,80,8,6,8,6,10,6,"mallorca"
"Private room",1,1,1,1,39,3,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",11,1,2,2,695,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",2,1,1,1,120,2,7,4,90,10,9,10,10,9,9,"madrid"
"Entire home/apt",4,1,2,4,100,2,1125,3,100,10,10,10,10,10,10,"girona"
"Entire home/apt",4,1,2,3,135,6,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",4,1,2,4,210,1,1125,10,100,9,10,10,10,9,10,"sevilla"
"Entire home/apt",4,1,1,2,144,2,1124,1,100,10,10,10,10,10,10,"madrid"
"Private room",2,1,1,1,35,1,1125,6,100,10,10,10,10,10,10,"barcelona"
"Entire home/apt",4,1,2,2,500,2,200,1,100,10,10,10,10,10,10,"barcelona"
"Hotel room",6,2,3,0,280,3,1125,10,88,10,10,9,9,10,9,"madrid"
"Entire home/apt",7,2,4,7,70,7,1124,0,92,9,9,10,10,10,9,"menorca"
"Entire home/apt",4,1,1,2,90,2,1125,3,93,10,9,8,9,10,9,"sevilla"
"Entire home/apt",2,1,1,1,80,2,1125,41,98,10,10,10,10,10,10,"malaga"
"Entire home/apt",4,1,1,1,150,2,1124,0,92,9,9,10,10,10,9,"madrid"
"Private room",4,1,1,4,60,2,1125,7,83,8,8,9,9,10,9,"barcelona"
"Private room",2,1,1,2,42,1,1125,44,98,10,10,10,10,10,10,"madrid"
"Private room",2,1,1,1,130,1,1125,0,92,9,9,10,10,10,9,"menorca"
"Entire home/apt",4,1,2,3,136,2,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",2,1,1,1,60,2,1124,408,96,9,9,10,10,10,9,"barcelona"
"Entire home/apt",8,3,4,5,168,7,1125,8,90,10,9,9,8,9,9,"mallorca"
"Entire home/apt",8,3,4,6,144,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",3,1,1,2,90,3,30,114,95,9,10,10,10,10,9,"barcelona"
"Entire home/apt",2,1,1,1,50,3,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",8,3,4,8,125,1,1125,17,92,9,9,10,10,10,9,"girona"
"Private room",2,1,1,1,52,3,1125,15,99,10,10,10,10,10,10,"mallorca"
"Entire home/apt",2,1,1,1,46,28,1125,18,82,10,9,9,9,10,8,"valencia"
"Private room",1,1,1,1,75,1,13,10,98,10,9,10,10,10,10,"barcelona"
"Entire home/apt",4,1,2,2,150,28,365,4,90,10,10,10,10,9,10,"barcelona"
"Entire home/apt",6,1,3,4,60,2,1125,4,80,8,9,10,9,10,8,"mallorca"
"Entire home/apt",6,3,3,3,140,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Private room",1,1,1,1,40,1,14,3,87,10,9,10,10,10,9,"barcelona"
"Entire home/apt",4,1,1,3,139,1,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",5,1,2,2,69,3,90,36,88,9,9,10,9,9,9,"valencia"
"Private room",1,1,1,1,12,15,1125,11,93,10,9,10,10,9,9,"madrid"
"Entire home/apt",8,1,3,6,150,4,30,5,100,10,10,10,10,10,10,"girona"
"Entire home/apt",3,1,1,2,25,2,30,13,89,9,10,10,10,10,9,"mallorca"
"Entire home/apt",4,2,2,2,168,6,60,2,100,10,10,10,10,10,8,"mallorca"
"Entire home/apt",3,2,2,2,100,1,30,36,94,9,10,9,9,10,9,"barcelona"
"Entire home/apt",5,2,3,5,132,7,1125,4,100,10,10,10,10,10,10,"mallorca"
"Entire home/apt",6,2,3,6,279,7,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",10,5,5,9,399,1,1125,1,80,6,6,4,8,8,6,"mallorca"
"Private room",1,1,1,1,28,1,1125,26,98,10,10,10,10,10,10,"madrid"
"Entire home/apt",2,1,1,1,79,3,1125,28,87,9,9,8,8,8,9,"mallorca"
"Private room",2,2,1,1,39,1,7,77,96,10,9,10,10,10,10,"barcelona"
"Entire home/apt",2,1,1,1,30,32,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",5,1,2,4,108,2,1124,0,92,9,9,10,10,10,9,"malaga"
"Private room",1,1,1,1,33,1,26,20,86,10,8,10,10,10,9,"barcelona"
"Private room",1,1,1,1,10,1,1125,1,92,9,9,10,10,10,9,"madrid"
"Private room",2,1,1,1,55,1,31,1,100,10,10,10,10,10,10,"barcelona"
"Private room",1,2,1,1,31,1,5,32,98,10,10,10,10,10,10,"madrid"
"Private room",3,1,1,2,45,1,7,1,100,10,10,10,10,10,10,"barcelona"
"Entire home/apt",5,2,3,8,100,5,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",3,1,1,1,65,4,35,41,97,10,10,10,10,10,10,"valencia"
"Private room",2,1,1,1,17,3,1125,9,85,9,9,8,9,9,9,"valencia"
"Entire home/apt",2,1,0,1,40,1,1125,47,91,9,9,10,9,10,9,"barcelona"
"Entire home/apt",4,1,2,3,60,5,10,4,95,10,10,10,10,9,10,"madrid"
"Private room",2,1,1,1,45,3,15,26,92,9,9,10,10,9,9,"barcelona"
"Entire home/apt",3,1,1,2,62,2,1125,1,100,10,10,10,10,10,10,"madrid"
"Entire home/apt",6,2,3,5,191,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Private room",2,1,1,2,16,6,1125,3,87,10,9,10,8,10,9,"barcelona"
"Entire home/apt",9,2,4,4,110,4,1125,15,87,9,9,10,9,9,9,"valencia"
"Private room",1,1,1,0,22,25,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,2,4,55,5,1125,3,93,9,9,9,9,9,9,"madrid"
"Entire home/apt",4,1,1,4,70,2,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,2,4,200,2,1125,8,75,10,7,10,9,10,8,"girona"
"Entire home/apt",8,4,4,5,207,3,1125,15,100,10,10,10,10,10,10,"girona"
"Entire home/apt",4,1,2,2,69,1,1125,163,96,10,10,9,9,10,10,"sevilla"
"Entire home/apt",2,2,1,2,50,2,30,36,92,9,10,10,10,9,9,"madrid"
"Entire home/apt",2,1,1,1,88,3,90,103,89,10,9,9,9,10,9,"barcelona"
"Entire home/apt",3,1,0,2,55,2,15,229,92,10,9,10,10,9,9,"madrid"
"Entire home/apt",3,1,1,1,29,1,28,27,80,9,8,9,9,7,8,"madrid"
"Private room",2,1,1,1,45,2,15,41,91,9,10,10,10,9,9,"sevilla"
"Entire home/apt",4,1,1,2,25,1,30,5,60,6,6,7,6,9,6,"girona"
"Entire home/apt",2,1,0,2,92,1,1125,0,92,9,9,10,10,10,9,"malaga"
"Private room",1,1,1,1,21,1,1125,26,89,9,10,9,10,9,9,"madrid"
"Entire home/apt",4,1,1,2,42,1,1125,14,91,9,10,10,10,9,9,"malaga"
"Entire home/apt",4,1,2,4,100,5,30,2,100,10,10,10,10,10,10,"girona"
"Entire home/apt",10,5,5,7,182,7,365,0,92,9,9,10,10,10,9,"mallorca"
"Private room",2,2,1,1,38,1,365,58,96,10,10,10,10,10,10,"barcelona"
"Entire home/apt",8,2,4,8,200,4,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",4,1,1,2,120,3,1125,4,100,10,10,10,10,10,10,"mallorca"
"Private room",2,1,1,1,41,1,1125,3,73,9,9,8,10,9,7,"barcelona"
"Entire home/apt",4,1,2,4,39,3,60,60,93,10,10,10,10,10,9,"malaga"
"Entire home/apt",4,1,2,3,100,2,1125,0,92,9,9,10,10,10,9,"madrid"
"Private room",2,2,1,1,55,2,7,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",8,2,3,3,105,4,180,105,93,9,10,10,10,10,9,"barcelona"
"Entire home/apt",6,1,3,4,128,1,1124,3,100,10,10,10,10,10,9,"mallorca"
"Entire home/apt",6,1,1,2,65,2,1125,7,77,9,8,8,9,9,7,"madrid"
"Entire home/apt",6,2,3,5,79,2,31,290,95,10,10,10,10,10,9,"barcelona"
"Private room",3,1,1,2,35,5,1125,23,94,9,9,10,9,9,9,"barcelona"
"Entire home/apt",4,1,2,3,126,3,30,0,92,9,9,10,10,10,9,"girona"
"Private room",1,2,1,1,350,1,1,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",2,1,0,1,30,2,1125,16,97,9,8,10,10,10,9,"menorca"
"Entire home/apt",2,1,0,2,75,3,20,24,95,10,10,10,10,10,10,"girona"
"Entire home/apt",2,1,1,1,130,1,1125,0,92,9,9,10,10,10,9,"malaga"
"Private room",1,3,1,1,70,2,180,7,93,9,10,10,10,10,9,"barcelona"
"Entire home/apt",8,2,3,4,135,7,1125,1,80,9,10,10,10,10,9,"girona"
"Entire home/apt",4,1,2,3,59,3,100,121,96,10,9,10,10,10,9,"valencia"
"Entire home/apt",4,1,1,4,45,15,90,110,90,9,9,9,9,10,9,"madrid"
"Entire home/apt",8,2,3,6,143,7,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",2,1,1,1,70,1,3,6,100,10,10,10,10,10,9,"madrid"
"Entire home/apt",6,2,3,4,301,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",2,1,1,1,42,1,1125,19,89,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,1,2,100,3,1125,58,97,10,10,10,10,9,9,"barcelona"
"Entire home/apt",5,1,2,5,130,4,1125,13,85,10,8,9,9,10,8,"menorca"
"Entire home/apt",8,2,4,5,61,5,100,59,96,10,9,10,10,9,10,"girona"
"Entire home/apt",5,1,2,4,115,7,1125,12,97,10,10,9,10,10,10,"girona"
"Entire home/apt",4,1,1,1,47,1,365,0,92,9,9,10,10,10,9,"valencia"
"Private room",2,1,1,1,80,2,30,146,98,10,10,10,10,10,9,"barcelona"
"Entire home/apt",5,2,3,3,229,3,1125,28,94,9,9,9,10,10,9,"barcelona"
"Entire home/apt",8,3,4,6,404,5,999,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",5,2,2,5,80,1,1125,0,92,9,9,10,10,10,9,"girona"
"Private room",7,0,1,1,55,1,1125,0,92,9,9,10,10,10,9,"madrid"
"Private room",2,0,1,2,45,1,1125,0,92,9,9,10,10,10,9,"sevilla"
"Private room",1,1,1,2,45,1,1125,1,100,10,10,10,10,10,10,"barcelona"
"Entire home/apt",5,1,0,2,40,1,1125,33,92,10,10,10,10,9,9,"malaga"
"Private room",2,1,1,1,24,2,1125,1,92,9,9,10,10,10,9,"valencia"
"Entire home/apt",2,1,1,1,79,3,30,27,93,10,9,9,10,10,9,"valencia"
"Entire home/apt",6,1,3,5,125,3,1125,6,80,8,7,9,10,10,8,"madrid"
"Private room",2,1,1,1,130,2,31,3,100,10,10,10,10,10,10,"barcelona"
"Private room",2,2,1,0,17,5,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",2,1,1,1,45,3,120,58,99,10,10,10,10,9,10,"valencia"
"Private room",2,2,1,1,35,28,365,92,96,10,9,10,10,10,10,"madrid"
"Entire home/apt",4,1,0,2,65,3,1124,153,96,10,10,10,10,10,10,"madrid"
"Entire home/apt",10,4,4,10,149,4,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",4,1,2,1,85,2,1125,92,100,10,10,10,10,10,10,"madrid"
"Private room",4,1,1,2,70,2,1125,108,96,10,10,10,10,10,9,"barcelona"
"Entire home/apt",6,2,3,3,130,1,1125,0,92,9,9,10,10,10,9,"girona"
"Private room",2,1,1,1,34,3,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",2,1,1,2,30,30,300,0,92,9,9,10,10,10,9,"madrid"
"Private room",2,2,1,1,30,1,1125,41,84,9,8,9,9,9,8,"malaga"
"Entire home/apt",2,1,0,1,45,1,90,535,95,10,10,10,10,10,9,"malaga"
"Private room",2,1,1,1,24,2,1125,25,92,10,9,10,10,10,9,"madrid"
"Entire home/apt",8,5,4,4,126,2,28,16,93,10,9,9,10,10,9,"girona"
"Entire home/apt",6,2,2,4,141,3,330,40,92,10,10,9,9,10,9,"barcelona"
"Entire home/apt",2,1,1,1,94,3,1125,59,97,10,10,10,10,10,9,"barcelona"
"Entire home/apt",6,2,3,5,174,7,30,4,100,10,10,10,10,10,8,"menorca"
"Private room",1,1,1,1,19,1,1125,10,88,9,9,8,8,8,9,"madrid"
"Private room",2,1,1,1,25,2,1125,21,95,10,10,10,10,8,10,"madrid"
"Entire home/apt",4,1,2,4,100,3,1125,1,100,10,10,10,10,10,8,"girona"
"Private room",2,0,1,1,28,7,180,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",8,3,4,5,180,2,1125,2,80,9,9,6,6,10,8,"girona"
"Entire home/apt",7,2,3,6,116,1,1125,1,100,10,8,10,10,10,10,"girona"
"Entire home/apt",8,2,3,4,130,2,1125,50,94,10,10,9,10,9,10,"madrid"
"Entire home/apt",4,1,1,2,85,3,1125,14,80,9,8,9,9,9,8,"madrid"
"Private room",2,1,1,1,60,15,1125,1,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,2,3,83,4,30,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",7,1,4,5,55,1,1125,90,79,9,8,9,9,10,9,"barcelona"
"Entire home/apt",2,1,1,2,50,3,1125,37,96,10,10,10,10,10,9,"madrid"
"Entire home/apt",8,2,3,5,313,3,1125,14,99,10,10,10,10,10,9,"barcelona"
"Entire home/apt",4,1,2,3,59,2,1125,64,97,10,10,10,10,10,9,"sevilla"
"Entire home/apt",3,1,2,2,120,2,180,30,83,8,8,9,9,9,8,"barcelona"
"Entire home/apt",6,1,3,6,132,2,1125,379,96,10,10,10,10,9,10,"barcelona"
"Entire home/apt",4,1,2,3,100,7,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",6,2,3,5,78,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",6,2,3,4,295,7,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",1,1,1,1,30,14,90,0,92,9,9,10,10,10,9,"madrid"
"Private room",1,1,1,1,19,3,30,17,95,10,9,10,10,10,9,"barcelona"
"Private room",2,1,1,1,89,3,1125,4,95,10,9,10,10,10,10,"barcelona"
"Entire home/apt",4,1,0,1,50,32,365,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",10,2,4,8,100,2,60,139,84,8,8,9,9,10,9,"barcelona"
"Entire home/apt",4,1,2,3,90,3,1125,0,92,9,9,10,10,10,9,"malaga"
"Entire home/apt",5,2,3,4,65,4,1125,18,99,10,10,10,10,9,10,"madrid"
"Entire home/apt",7,2,3,6,205,15,1125,1,92,9,9,10,10,10,9,"girona"
"Entire home/apt",2,1,0,1,110,2,32,1,100,10,10,10,10,10,10,"barcelona"
"Entire home/apt",4,1,2,2,50,32,1125,1,80,10,10,10,10,10,8,"barcelona"
"Shared room",1,2,1,1,17,2,1125,8,78,9,8,9,9,9,8,"madrid"
"Private room",2,2,1,0,80,31,180,2,100,10,10,10,10,10,10,"barcelona"
"Private room",4,2,2,1,500,5,6,1,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,2,1,4,95,2,1125,14,97,10,9,10,9,10,9,"mallorca"
"Entire home/apt",5,1,2,3,120,2,1125,8,93,10,10,10,10,9,9,"barcelona"
"Entire home/apt",3,1,2,2,90,3,10,12,95,10,10,10,10,9,10,"barcelona"
"Private room",2,2,1,1,27,1,30,26,92,9,9,9,9,9,9,"barcelona"
"Entire home/apt",5,2,3,3,120,2,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",2,1,1,1,57,2,1125,17,96,10,10,10,10,10,9,"sevilla"
"Entire home/apt",3,2,3,3,120,2,365,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",7,2,3,7,195,4,90,96,93,10,10,10,10,9,9,"barcelona"
"Entire home/apt",5,1,3,4,65,1,1125,4,95,10,9,10,9,9,9,"valencia"
"Entire home/apt",8,5,4,4,300,2,28,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",2,1,1,1,69,1,31,4,90,9,10,10,10,10,10,"madrid"
"Entire home/apt",4,1,1,4,102,1,365,23,95,10,10,10,10,10,10,"mallorca"
"Entire home/apt",3,1,2,2,55,3,1125,185,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,1,2,55,1,1125,0,92,9,9,10,10,10,9,"malaga"
"Entire home/apt",4,1,1,2,45,1,1125,82,95,10,10,10,10,10,9,"mallorca"
"Private room",2,1,1,1,110,2,1125,0,92,9,9,10,10,10,9,"girona"
"Private room",2,1,1,2,25,2,1125,1,100,10,10,10,10,10,6,"barcelona"
"Private room",2,1,1,1,55,2,1125,23,98,10,10,9,9,10,10,"malaga"
"Private room",1,1,1,1,16,3,1125,38,89,9,9,9,9,9,9,"madrid"
"Entire home/apt",6,1,2,3,110,1,1125,8,78,8,7,8,8,8,8,"madrid"
"Entire home/apt",2,1,0,2,27,3,180,8,70,8,8,9,9,8,7,"valencia"
"Entire home/apt",2,1,1,1,34,1,1125,131,91,9,9,9,9,10,8,"madrid"
"Entire home/apt",6,2,3,6,80,2,1125,7,90,9,9,10,9,7,9,"malaga"
"Entire home/apt",5,2,2,3,120,1,1125,14,90,9,9,8,8,10,9,"madrid"
"Entire home/apt",4,1,1,2,80,2,1125,84,97,10,9,10,10,10,10,"malaga"
"Entire home/apt",3,2,1,3,92,4,1125,17,90,10,10,9,10,10,9,"mallorca"
"Private room",2,1,1,1,70,3,6,2,100,10,10,10,10,10,10,"barcelona"
"Entire home/apt",6,2,2,6,179,4,1125,8,100,10,10,10,10,10,10,"menorca"
"Private room",4,1,1,2,900,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",6,1,2,3,55,4,1125,30,95,10,10,10,10,10,9,"malaga"
"Private room",4,2,2,2,55,1,1125,2,100,10,10,10,9,9,8,"barcelona"
"Entire home/apt",6,3,3,4,169,1,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",5,1,3,3,90,3,1124,160,85,9,9,9,9,10,9,"barcelona"
"Hotel room",2,1,1,1,150,1,1125,3,93,9,10,9,9,10,9,"barcelona"
"Private room",2,1,1,1,50,1,1125,8,60,6,7,7,6,8,6,"madrid"
"Entire home/apt",4,1,2,2,173,7,1125,1,80,10,10,10,10,8,8,"mallorca"
